state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
27,Maharashtra,महाराष्ट्र,27.0,493,Sangli,सांगली,531.0,4302,Miraj,मिरज,4302.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,309,Darjeeling,DARJEELING,327.0,2160,Mirik,,2160.0,2024-10-07
10,Bihar,BIHAR,10.0,199,Jehanabad,जहानाबाद,239.0,1538,Modanganj,मोदनगंज,1538.0,2024-10-07
24,Gujarat,GUJARAT,24.0,672,Arvalli,,0.0,3769,Modasa,,3769.0,2024-10-07
7,Delhi,DELHI,7.0,80,North,NORTH,91.0,432,Model Town,,432.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,512,Mahabubnagar,మహబూబ్ నగర్,538.0,7187,Mohammadabad,,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,338,Palamu,पलामू,358.0,2617,Mohammad Ganj,,2617.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,318,Paschim Medinipur,PASCHIM MEDINIPUR,344.0,2469,Mohanpur,,2469.0,2024-10-07
16,Tripura,ত্রিপুরা,16.0,272,West Tripura,পশ্চিম ত্রিপুরা,289.0,6689,Mohanpur,মোহনপুর,0.0,2024-10-07
6,Haryana,HARYANA,6.0,60,Faridabad,FARIDABAD,88.0,6435,Mohna St,मोहना,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,496,Solapur,सोलापूर,526.0,4248,Mohol,मोहोळ,4248.0,2024-10-07
10,Bihar,BIHAR,10.0,212,Patna,पटना,230.0,1420,Mokameh,मोकामा,1420.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,533,Chitradurga,ಚಿತ್ರದುರ್ಗ,566.0,5503,Molakalmuru,ಮೊಳಕಲ್ಮುರು,5503.0,2024-10-07
13,Nagaland,NAGALAND,13.0,247,Mon,MON,261.0,1757,Monyakshu,,1757.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,19,Kinnaur,KINNAUR,34.0,196,Morang,,196.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,417,Morena,मुरैना,419.0,7047,Morena Nagar,मुरैना नगर,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,317,Purba Medinipur,PURBA MEDINIPUR,345.0,2476,Moyna,,2476.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,509,Khammam,ఖమ్మం,541.0,4758,Mudigonda,ముదిగొండ,4758.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,485,Nanded,नांदेड,511.0,4101,Mudkhed,मुदखेड,4101.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,583,Ramanathapuram,RAMANATHAPURAM,626.0,5857,Mudukulathur,,5857.0,2024-10-07
21,Odisha,ODISHA,21.0,364,Malkangiri,MALKANGIRI,399.0,3222,Mudulipada,,3222.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,386,Raigarh,रायगढ़,403.0,7300,Mukdega,मुकडेगा,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,473,Chandrapur,चंद्रपूर,509.0,4072,Mul,मुल,4072.0,2024-10-07
24,Gujarat,GUJARAT,24.0,460,Surendranagar,SURENDRANAGAR,475.0,3793,Muli,,3793.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,0.0,4932,Mummidivaram,,4932.0,2024-10-07
24,Gujarat,GUJARAT,24.0,449,Kachchh,KACHCHH,468.0,3730,Mundra,,3730.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,391,Ashoknagar,अशोकनगर,459.0,3688,Mungaoli,मुंगावली,3688.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,319,Murshidabad,MURSHIDABAD,333.0,2237,Murshidabad Jiaganj,,2237.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,467,Akola,अकोला,501.0,3992,Murtijapur,मुर्तिजापूर,3992.0,2024-10-07
21,Odisha,ODISHA,21.0,365,Mayurbhanj,MAYURBHANJ,376.0,2878,Muruda,,2878.0,2024-10-07
32,Kerala,KERALA,32.0,555,Ernakulam,എറണാകുളം,595.0,5662,Muvattupuzha,മുവ്വാറ്റുപുഴ,5662.0,2024-10-07
21,Odisha,ODISHA,21.0,364,Malkangiri,MALKANGIRI,399.0,3229,M.V. 79,,3229.0,2024-10-07
17,Meghalaya,MEGHALAYA,17.0,274,East Khasi Hills,EAST KHASI HILLS,298.0,1989,Mylliem,,1989.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,545,Mysuru,ಮೈಸೂರು,577.0,5572,Mysuru,ಮೈಸೂರು,5572.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,696,Suryapet,సూర్యాపేట,0.0,4641,Nadigudem,నడిగూడెం,4641.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,466,Ahmednagar,अहमदनगर,522.0,4209,Nagar,नगर,4209.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,435,Ujjain,उज्जैन,435.0,3509,Nagda,नागदा,3509.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,685,Kamareddy,కామారెడ్డి,0.0,4387,Nagireddypet,నాగిరెడ్డిపెట్,4387.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,314,Jalpaiguri,JALPAIGURI,328.0,2169,Nagrakata,,2169.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,620,Kishtwar,,18.0,6768,Nagseni,Nagseni,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,415,Mandla,मंडला,454.0,3646,Nainpur,नैनपुर,3646.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,744,Anakapalli,Anakapalli,0.0,4880,Nakkapalli,Nakkapalli,4880.0,2024-10-07
3,Punjab,PUNJAB,3.0,34,Jalandhar,JALANDHAR,37.0,210,Nakodar,,210.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,307,Birbhum,BIRBHUM,334.0,2251,Nalhati - I,,2251.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,754,Sri Sathya Sai,Sri Sathya Sai,0.0,5359,Nallachervu,నల్లచెరువు,5359.0,2024-10-07
17,Meghalaya,MEGHALAYA,17.0,275,West Jaintia Hills,WEST JAINTIA HILLS,299.0,7335,Namdong,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,317,Purba Medinipur,PURBA MEDINIPUR,345.0,2474,Nanda Kumar,,2474.0,2024-10-07
21,Odisha,ODISHA,21.0,363,Koraput,KORAPUT,398.0,3214,Nandapur,,3214.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,519,Srikakulam,SRIKAKULAM,542.0,4782,Nandigam,,4782.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,518,Ranga Reddy,రంగా రెడ్డి,537.0,6321,Nandigama,నందిగామ,0.0,2024-10-07
3,Punjab,PUNJAB,3.0,42,Rupnagar,ਰੂਪਨਗਰ,51.0,263,Nangal,ਨੰਗਲ,263.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,97,Dausa,DAUSA,109.0,6053,Nangal Rajawatan,,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,692,Siddipet,సిద్దిపేట,0.0,4461,Nangnoor,నంగునూరు,4461.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,691,Sangareddy,సంగారెడ్డి,0.0,4452,Narayankhed,నారాయణఖేడ్,4452.0,2024-10-07
18,Assam,ASSAM,18.0,295,Lakhimpur,LAKHIMPUR,307.0,2048,Narayanpur,,2048.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,0.0,4648,Narayanpur,నారాయణపూర్,4648.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,782,Kotputli-Behror,कोटपूतली-बहरोड,,6936,Narayanpur,नारायणपुर,0.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,55,Tehri Garhwal,TEHRI GARHWAL,59.0,299,Narendra Nagar,,299.0,2024-10-07
10,Bihar,BIHAR,10.0,213,Purbi Champaran,पूर्वी चंपारण,204.0,1036,Narkatia,,1036.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,689,Jangoan,జనగాం,0.0,4675,Narmetta,నర్మెట్ట,4675.0,2024-10-07
10,Bihar,BIHAR,10.0,188,Araria,अररिया,209.0,1112,Narpatganj,नरपतगंज,1112.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,418,Narsimhapur,नरसिंहपुर,452.0,3636,Narsimhapur,नरसिम्हापुर,3636.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,744,Anakapalli,Anakapalli,0.0,4854,Narsipatnam,,4854.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,684,Mancherial,మంచిర్యాల్,0.0,6226,Naspur,నస్పూరు,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,437,Vidisha,विदिशा,443.0,3575,Nateran,नटेरन,3575.0,2024-10-07
10,Bihar,BIHAR,10.0,192,Bhagalpur,भागलपुर,224.0,1339,Nathnagar,नाथनगर,1339.0,2024-10-07
10,Bihar,BIHAR,10.0,216,Saharsa,सहरसा,214.0,1171,Nauhatta,नौहट्टा,1171.0,2024-10-07
10,Bihar,BIHAR,10.0,222,Siwan,सिवान,218.0,1229,Nautan,नौतन,1229.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,536,Dharwad,ಧಾರವಾಡ,562.0,5474,Navalgund,ನವಲಗುಂದ,5474.0,2024-10-07
20,Jharkhand,झारखंड,20.0,338,Palamu,पलामू,358.0,2625,Nawa Bazar,,2625.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,512,Mahabubnagar,మహబూబ్ నగర్,538.0,4556,Nawabpet,నవాబ్ పేట,4556.0,2024-10-07
10,Bihar,BIHAR,10.0,210,Nawada,नवादा,237.0,1512,Nawada,नवादा,1512.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,379,Janjgir-Champa,जांजगीर - चाम्पा,405.0,3280,Nawagarh,,3280.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,650,Bemetara,बेमेतरा,0.0,3311,Nawagarh,,3311.0,2024-10-07
10,Bihar,BIHAR,10.0,194,Buxar,बक्सर,232.0,1445,Nawanagar,नावानगर,1445.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,486,Nandurbar,नंदूरबार,497.0,3955,Nawapur,नवापूर,3955.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,309,Darjeeling,DARJEELING,327.0,2163,Naxalbari,,2163.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,114,Sikar,SIKAR,111.0,7153,Nechwa,नेछवा,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,782,Kotputli-Behror,कोटपूतली-बहरोड,,6380,Neemrana,नीमराणा,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,696,Suryapet,సూర్యాపేట,0.0,4665,Nereducherla,నేరేడ్ చర్ల,4665.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,466,Ahmednagar,अहमदनगर,522.0,4206,Nevasa,नेवासा,4206.0,2024-10-07
15,Mizoram,MIZORAM,15.0,727,Saitual,SAITUAL,0.0,1906,Ngopa,,1906.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2967,Niali,,2967.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,19,Kinnaur,KINNAUR,34.0,198,Nichar,,198.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,505,East Godavari,EAST GODAVARI,545.0,4960,Nidadavole,,4960.0,2024-10-07
21,Odisha,ODISHA,21.0,352,Dhenkanal,DHENKANAL,383.0,2992,Nihalprasad,,2992.0,2024-10-07
3,Punjab,PUNJAB,3.0,38,Moga,MOGA,42.0,231,Nihal Singhwala,,231.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,572,Dindigul,DINDIGUL,612.0,5767,Nilakkottai,,5767.0,2024-10-07
32,Kerala,KERALA,32.0,562,Malappuram,മലപ്പുറം,592.0,5642,Nilambur,നിലമ്പൂര്‍,5642.0,2024-10-07
6,Haryana,HARYANA,6.0,67,Karnal,KARNAL,74.0,370,Nilokheri,,370.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,97,Dausa,DAUSA,109.0,7211,Nirjharna,निरर्झना,0.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2958,Nischintakoili,,2958.0,2024-10-07
13,Nagaland,NAGALAND,13.0,764,Niuland,Niuland,0.0,1792,Niuland,,1792.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,722,Niwari,निवारी,0.0,3415,Niwari,निवाड़ी,3415.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,123,Azamgarh,AZAMGARH,191.0,967,Nizamabad,,967.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,750,Bapatla,Bapatla,0.0,5094,Nizampatnam,,5094.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,90,Barmer,BARMER,115.0,7132,Nokhra,नौखड़ा,0.0,2024-10-07
13,Nagaland,NAGALAND,13.0,736,Noklak,Noklak,0.0,1823,Nokhu,,1823.0,2024-10-07
18,Assam,ASSAM,18.0,291,Kamrup,KAMRUP,321.0,2126,North Guwahati,উত্তৰ গুৱাহাটী,2126.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3097,Nuagaon,,3097.0,2024-10-07
10,Bihar,BIHAR,10.0,200,Kaimur (Bhabua),कैमूर ( भभुआ ),233.0,1447,Nuaon,नुआँव,1447.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,51,Nainital,NAINITAL,66.0,6350,Okhalkanda,,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,674,Devbhumi Dwarka,DEVBHUMI DWARKA,0.0,3812,Okhamandal,,3812.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,488,Dharashiv,धाराशिव,525.0,4243,Omarga,उमरगा,4243.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,305,Bankura,BANKURA,339.0,2370,Onda,,2370.0,2024-10-07
32,Kerala,KERALA,32.0,563,Palakkad,പാലക്കാട്,593.0,5647,Ottappalam,ഒറ്റപ്പാലം,5647.0,2024-10-07
34,Puducherry,PUDUCHERRY,34.0,600,Puducherry,புதுச்சேரி,635.0,5910,Oulgaret,உழவர்கரை,5910.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,752,Tirupati,Tirupati,0.0,5189,Ozili,ఓజిలి,5189.0,2024-10-07
18,Assam,ASSAM,18.0,298,Nalbari,NALBARI,323.0,2133,Pachim Nalbari,,2133.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,375,Bilaspur,बिलासपुर,406.0,7349,Pachpedi,पचपेड़ी,0.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,22,Mandi,MANDI,27.0,123,Padhar,,123.0,2024-10-07
20,Jharkhand,झारखंड,20.0,338,Palamu,पलामू,358.0,2627,Padwa,,2627.0,2024-10-07
20,Jharkhand,झारखंड,20.0,337,Pakur,पाकुर,353.0,2576,Pakaur,,2576.0,2024-10-07
32,Kerala,KERALA,32.0,563,Palakkad,പാലക്കാട്,593.0,5649,Palakkad,പാലക്കാട്,5649.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,519,Srikakulam,SRIKAKULAM,542.0,4775,Palasa,,4775.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,161,Lalitpur,LALITPUR,167.0,6881,Pali,,0.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,677,Kra Daadi,KRA DAADI,0.0,1703,Palin Circle,,1703.0,2024-10-07
20,Jharkhand,झारखंड,20.0,331,Gumla,गुमला,366.0,2717,Palkot,,2717.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,11,Pulwama,PULWAMA,12.0,48,Pampore,,48.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,6899,Panchrukhi,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,704,Paschim Bardhaman,PASCHIM BARDHAMAN,0.0,2273,Pandabeswar,,2273.0,2024-10-07
21,Odisha,ODISHA,21.0,361,Kendujhar,KENDUJHAR,375.0,2849,Pandapara,,2849.0,2024-10-07
10,Bihar,BIHAR,10.0,206,Madhubani,मधुबनी,207.0,1094,Pandaul,पंडौल,1094.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,405,Khandwa (East Nimar),खण्डवा (पूर्व निमाड़),466.0,3718,Pandhana,पंधाना,3718.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,693,Wanaparthy,వనపర్తి,0.0,4601,Pangal,పాన్ గల్,4601.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,666,Longding,LONGDING,0.0,1692,Pangchao Sdo,,1692.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,16,Chamba,CHAMBA,23.0,83,Pangi,,83.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,679,Siang,,0.0,1645,Pangin Eac,,1645.0,2024-10-07
6,Haryana,HARYANA,6.0,71,Panipat,PANIPAT,75.0,375,Panipat,,375.0,2024-10-07
16,Tripura,ত্রিপুরা,16.0,270,North Tripura,উত্তর ত্রিপুরা,292.0,6678,Panisagar,পানিসাগর,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,13,Srinagar,SRINAGAR,10.0,6804,Panthachowk,Panthachowk,0.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,587,The Nilgiris,THE NILGIRIS,611.0,5754,Panthalur,,5754.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,491,Raigad,रायगड,520.0,4173,Panvel,पनवेल,4173.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,513,Medak,మెదక్,535.0,4455,Papannapet,పాపన్నపేట్,4455.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,571,Dharmapuri,DHARMAPURI,630.0,5887,Pappireddipatti,,5887.0,2024-10-07
10,Bihar,BIHAR,10.0,196,Gaya,गया,236.0,1496,Paraiya,परैया,1496.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,744,Anakapalli,Anakapalli,0.0,4870,Paravada,,4870.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,768,Didwana-Kuchaman,डीडवाना-कुचामन,,564,Parbatsar,,564.0,2024-10-07
10,Bihar,BIHAR,10.0,202,Khagaria,खगड़िया,223.0,1328,Parbatta,परबत्ता,1328.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,235,Lower Dibang Valley,LOWER DIBANG VALLEY,258.0,6841,Parbuk Sdo,PARBUK SDO,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,5,Jammu,JAMMU,21.0,6705,Pargwal,Pargwal,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,470,Beed,बीड,523.0,4224,Parli,परळी,4224.0,2024-10-07
10,Bihar,BIHAR,10.0,213,Purbi Champaran,पूर्वी चंपारण,204.0,1053,Patahi,पताहि,1053.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,378,Durg,दुर्ग,409.0,3318,Patan,,3318.0,2024-10-07
21,Odisha,ODISHA,21.0,361,Kendujhar,KENDUJHAR,375.0,2843,Patana,,2843.0,2024-10-07
10,Bihar,BIHAR,10.0,216,Saharsa,सहरसा,214.0,1176,Patarghat,पतरघट,1176.0,2024-10-07
3,Punjab,PUNJAB,3.0,662,Pathankot,PATHANKOT,0.0,201,Pathankot,,201.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,437,Vidisha,विदिशा,443.0,6971,Pathari,पठारी,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,489,Parbhani,परभणी,513.0,4120,Pathri,पाथ्री,4120.0,2024-10-07
3,Punjab,PUNJAB,3.0,41,Patiala,PATIALA,48.0,253,Patiala,,253.0,2024-10-07
21,Odisha,ODISHA,21.0,345,Balangir,BALANGIR,393.0,3144,Patnagarh,,3144.0,2024-10-07
10,Bihar,BIHAR,10.0,217,Samastipur,समस्तीपुर,221.0,1292,Patori,पतोरी,1292.0,2024-10-07
3,Punjab,PUNJAB,3.0,41,Patiala,PATIALA,48.0,251,Patran,,251.0,2024-10-07
20,Jharkhand,झारखंड,20.0,607,Ramgarh,रामगढ़,361.0,2660,Patratu,,2660.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,174,Pratapgarh,PRATAPGARH,173.0,883,Patti,,883.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,52,Pauri Garhwal,PAURI GARHWAL,61.0,307,Pauri,,307.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,420,Panna,पन्ना,426.0,3440,Pawai,पवई,3440.0,2024-10-07
3,Punjab,PUNJAB,3.0,36,Ludhiana,ਲੂਿਧਆਣਾ,41.0,226,Payal,,226.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,241,Upper Subansiri,UPPER SUBANSIRI,249.0,1612,Payeng Circle,Payeng Circle,1612.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,679,Siang,,0.0,6607,Payum Circle,,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,506,Guntur,GUNTUR,548.0,5075,Pedakakani,,5075.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,746,Kakinada,Kakinada,0.0,4915,Pedapudi,,4915.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,514,Nalgonda,నల్గొండ,539.0,4658,Pedda Adesherlapally,పెద్ద అడిశర్లపల్లి,4658.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,511,Kurnool,KURNOOL,552.0,5253,Pedda Kadubur,,5253.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,502,Ananthapuramu,అనంతపురము,553.0,5311,Peddavaduguru,Peddavaduguru,5311.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,514,Nalgonda,నల్గొండ,539.0,4659,Peddavoora,పెద్దవూర,4659.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,752,Tirupati,Tirupati,0.0,5195,Pellakur,,5195.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,491,Raigad,रायगड,520.0,4176,Pen,पेण,4176.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,753,Annamayya,Annamayya,0.0,5244,Penagalur,,5244.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,0.0,6313,Penchicalpet,పెంచికల్ పేట్,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,504,Y.S.R.,,551.0,5232,Pendlimarry,పెండ్లిమర్రి,5232.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,734,Gaurela-Pendra-Marwahi,गौरेला-पेंड्रा-मरवाही,0.0,3287,Pendra Road,पेंड्रारोड,3287.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,571,Dharmapuri,DHARMAPURI,630.0,5889,Pennagaram,,5889.0,2024-10-07
13,Nagaland,NAGALAND,13.0,613,Peren,,271.0,1857,Peren,,1857.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,588,Theni,THENI,624.0,5843,Periyakulam,,5843.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,573,Erode,ERODE,610.0,5752,Perundurai,,5752.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,772,Phalodi,फलाैदी,,567,Phalodi,,567.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,233,Kurung Kumey,KURUNG KUMEY,256.0,1707,Phassang Circle,PHASSANG CIRCLE,1707.0,2024-10-07
3,Punjab,PUNJAB,3.0,34,Jalandhar,JALANDHAR,37.0,211,Phillaur,,211.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,780,Shahpura,शाहपुरा,,6067,Phooliya Kalan,Phooliya Kalan,0.0,2024-10-07
13,Nagaland,NAGALAND,13.0,248,Phek,PHEK,266.0,1804,Phor,,1804.0,2024-10-07
21,Odisha,ODISHA,21.0,359,Kandhamal,KANDHAMAL,390.0,3112,Phulabani Town,,3112.0,2024-10-07
18,Assam,ASSAM,18.0,292,Karbi Anglong,KARBI ANGLONG,314.0,2090,Phuloni,,2090.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,725,Shi Yomi,SHI YOMI,0.0,6590,Pidi Circle,Pidi Circle,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,751,Palnadu,Palnadu,0.0,5047,Piduguralla,,5047.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,753,Annamayya,Annamayya,0.0,5386,Pileru,,5386.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,409,Narmadapuram,नर्मदापुरम,449.0,3618,Pipariya,पिपरिया,3618.0,2024-10-07
10,Bihar,BIHAR,10.0,211,Pashchim Champaran,पश्चिम चम्पारण,203.0,1020,Piprasi,पिपरासी,1020.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,677,Kra Daadi,KRA DAADI,0.0,1715,Pipsorang Circle,,1715.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,545,Mysuru,ಮೈಸೂರು,577.0,5569,Piriyapatna,ಪೆರಿಯಾಪಟ್ಟಣ,5569.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,403,Dhar,धार,438.0,7042,Pithampur,पीतमपुर,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,746,Kakinada,Kakinada,0.0,4911,Pithapuram,,4911.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,53,Pithoragarh,PITHORAGARH,62.0,320,Pithoragarh,,320.0,2024-10-07
21,Odisha,ODISHA,21.0,364,Malkangiri,MALKANGIRI,399.0,3228,Podia,,3228.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,233,Kurung Kumey,KURUNG KUMEY,256.0,6845,Polosang Circle,POLOSANG CIRCLE,0.0,2024-10-07
32,Kerala,KERALA,32.0,562,Malappuram,മലപ്പുറം,592.0,5646,Ponnani,പൊന്നാനി,5646.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,317,Purba Medinipur,PURBA MEDINIPUR,345.0,2477,Potashpur - I,,2477.0,2024-10-07
20,Jharkhand,झारखंड,20.0,327,East Singhbum,पूर्वी सिंघभूम,357.0,2608,Potka,,2608.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,627,Reasi,REASI,20.0,6742,Pouni,Pouni,0.0,2024-10-07
10,Bihar,BIHAR,10.0,201,Katihar,कटिहार,212.0,1149,Pranpur,प्राणपुर,1149.0,2024-10-07
